trial_id,subject,block,trial_in_block,condition,stimulus_category,rt_ms,accuracy,confidence,pupil_baseline_mm,pupil_peak_mm,theta_power_db,alpha_power_db,n170_uv,p300_uv
3801,S32,3,21,incongruent,face,688.0,1,4.7,3.47,3.91,6.44,6.63,-3.34,4.5
3802,S32,3,22,congruent,face,713.9,1,4.1,3.08,3.4,5.69,9.27,-6.48,8.04
3803,S32,3,23,congruent,face,686.4,1,3.5,2.81,3.11,5.04,7.19,-3.88,6.9
3804,S32,3,24,incongruent,house,747.6,1,2.9,2.89,3.54,5.91,9.92,-3.33,6.08
3805,S32,3,25,congruent,house,609.0,1,5.0,3.13,3.5,3.59,10.75,-1.81,6.52
3806,S32,3,26,congruent,face,701.7,1,2.6,2.81,3.31,4.96,9.5,-5.13,5.91
3807,S32,3,27,congruent,face,684.9,1,4.5,3.08,3.35,3.91,10.98,-4.33,7.47
3808,S32,3,28,incongruent,face,715.8,1,4.6,2.91,3.53,5.18,8.89,-5.48,5.17
3809,S32,3,29,congruent,house,694.1,1,5.0,3.3,3.64,4.84,10.45,-2.0,5.07
3810,S32,3,30,congruent,face,594.6,1,4.9,3.17,3.35,3.65,10.08,-6.75,7.65
3811,S32,4,1,incongruent,face,693.1,1,4.2,2.73,3.32,6.67,9.43,-4.8,6.44
3812,S32,4,2,congruent,face,701.5,1,3.0,3.2,3.61,5.63,10.02,-2.75,4.24
3813,S32,4,3,incongruent,house,756.6,1,3.5,3.48,4.07,5.57,8.11,-2.5,5.8
3814,S32,4,4,incongruent,house,687.8,1,3.8,3.4,4.07,5.13,9.27,-1.73,5.79
3815,S32,4,5,incongruent,face,676.7,1,3.4,3.3,3.79,6.33,8.34,-4.78,5.98
3816,S32,4,6,incongruent,house,796.9,1,3.7,3.0,3.53,6.4,8.13,-3.07,5.33
3817,S32,4,7,congruent,face,720.6,1,5.0,3.42,3.83,5.44,8.69,-2.47,6.46
3818,S32,4,8,incongruent,house,746.5,1,4.1,3.15,3.67,5.67,10.99,-3.53,3.62
3819,S32,4,9,congruent,face,686.9,1,4.7,3.16,3.48,4.24,7.89,-4.53,7.9
3820,S32,4,10,congruent,house,662.0,1,5.0,2.89,3.26,5.6,10.05,-3.51,7.93
3821,S32,4,11,congruent,house,673.7,1,3.1,2.81,3.17,6.22,10.28,-2.35,7.34
3822,S32,4,12,incongruent,face,684.1,0,2.6,2.92,3.45,5.64,9.27,-6.62,5.61
3823,S32,4,13,congruent,face,590.7,0,2.5,2.99,3.22,4.97,8.45,-5.94,6.03
3824,S32,4,14,incongruent,house,717.9,1,3.1,2.88,3.27,6.5,10.76,-1.28,4.57
3825,S32,4,15,incongruent,house,679.0,1,4.0,3.13,3.68,5.7,8.78,-1.35,5.24
3826,S32,4,16,incongruent,house,706.2,0,1.9,2.85,3.57,4.54,9.53,-2.36,6.82
3827,S32,4,17,incongruent,house,726.8,1,4.8,3.49,4.02,5.98,8.76,-2.54,5.7
3828,S32,4,18,incongruent,house,709.6,1,3.2,2.85,3.48,6.64,8.46,-2.53,5.29
3829,S32,4,19,congruent,house,644.0,1,3.4,2.98,3.35,5.97,8.57,-3.41,7.63
3830,S32,4,20,incongruent,house,725.5,1,4.2,2.72,3.26,6.74,7.62,-3.48,4.84
3831,S32,4,21,incongruent,face,718.3,1,3.3,3.29,3.77,6.25,8.36,-3.84,3.2
3832,S32,4,22,congruent,face,658.8,1,3.2,3.15,3.57,4.53,8.79,-3.51,9.19
3833,S32,4,23,incongruent,house,705.1,1,3.2,3.06,3.68,5.73,8.45,-3.42,5.36
3834,S32,4,24,incongruent,face,663.1,0,2.2,2.9,3.45,5.39,8.71,-3.44,3.23
3835,S32,4,25,incongruent,face,691.1,1,3.1,3.25,3.87,5.22,7.8,-4.67,4.43
3836,S32,4,26,incongruent,house,756.2,1,4.7,3.45,4.01,6.07,8.49,-5.32,6.22
3837,S32,4,27,congruent,face,689.9,1,4.5,3.47,3.88,5.84,11.02,-5.52,7.81
3838,S32,4,28,incongruent,house,666.2,1,5.0,2.96,3.35,4.69,9.77,-3.46,2.54
3839,S32,4,29,incongruent,face,739.1,1,4.6,3.33,3.8,5.62,7.88,-3.76,4.54
3840,S32,4,30,incongruent,face,706.4,1,4.5,3.35,3.96,5.73,7.88,-5.17,3.18
3841,S33,1,1,congruent,face,459.7,1,4.2,3.34,3.6,3.94,9.93,-3.77,7.41
3842,S33,1,2,incongruent,face,633.9,1,3.3,2.79,3.33,3.77,8.49,-4.15,5.71
3843,S33,1,3,incongruent,face,565.0,1,4.5,3.06,3.44,5.24,11.13,-5.06,8.54
3844,S33,1,4,congruent,house,509.7,1,4.8,3.11,3.5,4.27,9.94,-3.03,10.64
3845,S33,1,5,incongruent,house,559.4,1,3.3,3.56,4.01,5.59,9.76,-2.72,6.57
3846,S33,1,6,incongruent,house,626.8,1,3.4,3.31,3.76,3.9,8.63,-1.17,6.18
3847,S33,1,7,congruent,house,522.8,1,4.4,3.11,3.36,3.97,11.83,-3.41,6.82
3848,S33,1,8,congruent,house,543.8,1,4.8,3.31,3.79,3.31,10.28,-3.22,10.61
3849,S33,1,9,incongruent,face,610.9,1,4.6,2.92,3.4,5.11,7.79,-3.96,6.61
3850,S33,1,10,congruent,house,549.6,1,3.3,3.45,3.67,5.13,10.32,-2.56,8.86
3851,S33,1,11,congruent,house,582.0,1,4.1,2.49,2.75,4.46,11.33,-2.65,6.01
3852,S33,1,12,incongruent,house,629.0,1,4.6,2.96,3.39,4.93,8.83,-1.79,3.9
3853,S33,1,13,congruent,face,518.8,1,3.5,2.69,2.9,3.17,7.78,-5.92,9.51
3854,S33,1,14,incongruent,house,601.5,0,3.5,3.03,3.45,5.43,11.73,-2.29,7.34
3855,S33,1,15,congruent,house,600.1,1,4.4,2.86,3.05,4.14,11.06,-1.87,9.67
3856,S33,1,16,incongruent,house,627.6,1,4.0,3.02,3.35,5.19,9.08,-1.57,8.13
3857,S33,1,17,congruent,house,556.9,1,4.0,2.81,3.06,5.53,9.68,-3.17,7.79
3858,S33,1,18,congruent,house,602.1,1,4.1,3.24,3.59,4.58,8.95,-3.11,8.38
3859,S33,1,19,congruent,house,528.8,1,4.7,2.93,3.17,4.15,10.95,-1.73,8.49
3860,S33,1,20,congruent,house,604.0,1,4.5,3.01,3.19,4.28,10.88,-1.24,5.92
3861,S33,1,21,incongruent,house,685.8,1,5.0,3.64,4.17,3.68,8.28,-1.44,6.9
3862,S33,1,22,congruent,house,551.4,1,3.7,3.07,3.42,4.01,8.37,-3.34,6.56
3863,S33,1,23,congruent,face,547.0,1,3.5,2.94,3.2,3.86,10.58,-5.19,7.06
3864,S33,1,24,congruent,face,581.7,1,5.0,3.19,3.56,4.27,8.27,-4.33,6.85
3865,S33,1,25,congruent,house,549.9,1,4.4,3.11,3.5,4.8,9.81,-2.01,7.75
3866,S33,1,26,incongruent,house,658.6,1,3.5,3.0,3.42,6.11,7.5,-2.73,5.63
3867,S33,1,27,incongruent,house,614.1,1,3.2,3.61,3.99,6.18,9.86,-2.44,8.1
3868,S33,1,28,incongruent,house,608.2,1,4.2,3.07,3.55,6.01,9.76,-2.52,5.48
3869,S33,1,29,incongruent,house,567.5,1,4.7,3.09,3.56,5.56,10.02,-2.9,5.02
3870,S33,1,30,congruent,house,636.5,1,4.0,3.0,3.48,3.83,9.81,-3.06,6.04
3871,S33,2,1,congruent,face,568.3,1,5.0,2.54,2.72,3.92,9.39,-4.75,7.52
3872,S33,2,2,incongruent,house,669.0,1,4.1,3.08,3.62,6.62,9.97,-3.19,6.76
3873,S33,2,3,incongruent,house,642.4,1,4.9,2.86,3.17,5.03,9.23,-4.5,5.55
3874,S33,2,4,incongruent,house,627.4,1,3.4,3.41,3.83,5.37,9.69,-2.53,8.49
3875,S33,2,5,incongruent,face,587.5,1,4.0,3.15,3.57,4.95,7.5,-4.57,5.93
3876,S33,2,6,incongruent,house,648.0,1,3.8,3.25,3.86,5.86,7.14,-1.84,7.86
3877,S33,2,7,incongruent,house,609.6,1,3.6,2.89,3.37,4.22,7.62,-1.88,7.1
3878,S33,2,8,incongruent,face,612.2,1,5.0,2.99,3.42,5.25,9.14,-4.37,4.32
3879,S33,2,9,congruent,face,541.6,1,4.5,2.7,3.01,5.76,8.67,-4.24,7.45
3880,S33,2,10,congruent,house,502.1,1,4.4,2.93,3.15,4.54,7.4,-1.65,7.08
3881,S33,2,11,congruent,face,579.8,1,4.6,3.35,3.61,6.01,9.82,-4.33,6.62
3882,S33,2,12,incongruent,face,609.5,1,5.0,3.0,3.51,4.51,11.22,-5.49,9.3
3883,S33,2,13,incongruent,face,652.2,1,3.8,3.26,3.76,5.59,9.96,-4.05,7.31
3884,S33,2,14,congruent,house,582.9,1,3.3,3.05,3.31,5.15,8.26,-1.61,6.93
3885,S33,2,15,incongruent,face,577.6,1,4.0,2.8,3.19,4.46,8.91,-4.39,7.26
3886,S33,2,16,congruent,house,524.4,1,4.5,3.03,3.23,5.28,11.84,-3.85,6.32
3887,S33,2,17,incongruent,house,625.1,0,2.2,3.11,3.62,5.8,8.42,-3.31,5.76
3888,S33,2,18,incongruent,house,559.4,1,4.6,2.83,3.3,3.97,9.43,-2.65,6.63
3889,S33,2,19,incongruent,face,589.6,1,4.5,2.74,3.12,4.87,8.82,-4.47,6.16
3890,S33,2,20,incongruent,house,580.3,0,2.8,2.56,3.02,6.08,9.96,-2.44,6.43
3891,S33,2,21,congruent,face,516.9,1,4.4,3.02,3.41,4.83,8.47,-5.44,7.0
3892,S33,2,22,congruent,house,537.7,1,3.2,2.83,3.09,5.69,8.45,-3.33,9.06
3893,S33,2,23,congruent,face,566.8,1,3.2,2.81,3.02,4.66,7.94,-4.05,7.36
3894,S33,2,24,congruent,house,588.2,1,5.0,3.31,3.51,5.34,8.67,-1.41,8.27
3895,S33,2,25,incongruent,house,585.2,1,4.0,3.05,3.5,3.9,10.19,-1.36,7.51
3896,S33,2,26,congruent,face,496.6,1,3.3,3.67,3.94,5.13,10.42,-4.16,6.5
3897,S33,2,27,congruent,face,563.5,1,3.8,2.99,3.38,2.8,12.2,-5.11,7.63
3898,S33,2,28,congruent,house,563.1,1,4.5,3.61,3.95,4.42,9.34,-3.28,9.61
3899,S33,2,29,congruent,house,406.0,1,4.1,3.06,3.34,5.38,11.44,-2.53,5.67
3900,S33,2,30,congruent,house,551.4,1,3.2,3.27,3.4,2.64,8.95,-1.33,9.93
3901,S33,3,1,incongruent,house,637.6,1,5.0,3.29,3.81,4.72,9.73,-0.68,6.6
3902,S33,3,2,incongruent,house,583.8,1,3.3,2.88,3.2,4.22,6.26,-3.48,7.35
3903,S33,3,3,congruent,house,582.9,1,5.0,3.14,3.39,4.21,10.71,-2.86,7.59
3904,S33,3,4,incongruent,face,549.0,1,3.6,3.46,4.03,5.96,8.01,-5.09,8.67
3905,S33,3,5,congruent,house,624.4,1,3.9,3.39,3.68,4.64,11.82,-5.24,8.3
3906,S33,3,6,congruent,face,527.1,1,3.6,3.16,3.47,4.64,9.53,-4.42,7.66
3907,S33,3,7,congruent,house,605.6,1,3.8,3.2,3.47,5.37,11.07,-2.61,9.11
3908,S33,3,8,incongruent,house,551.5,1,2.8,2.3,2.81,5.61,9.65,-1.31,6.37
3909,S33,3,9,congruent,house,516.3,1,4.3,3.18,3.44,4.16,8.66,-3.49,10.35
3910,S33,3,10,congruent,face,544.9,1,5.0,2.88,3.07,4.46,8.33,-3.94,5.68
3911,S33,3,11,incongruent,house,598.1,1,3.5,3.12,3.47,4.57,10.46,-2.55,6.57
3912,S33,3,12,congruent,house,541.0,1,4.2,3.21,3.56,4.85,11.75,-2.68,5.91
3913,S33,3,13,incongruent,house,565.7,1,4.6,3.19,3.54,5.77,11.45,-2.38,6.04
3914,S33,3,14,congruent,house,640.7,1,3.1,3.13,3.49,5.37,9.19,-2.8,7.8
3915,S33,3,15,incongruent,face,603.6,1,3.1,3.21,3.67,5.26,8.3,-4.17,5.6
3916,S33,3,16,incongruent,face,652.6,1,3.7,2.86,3.29,5.38,6.86,-3.82,7.92
3917,S33,3,17,incongruent,face,646.7,1,3.5,3.28,3.69,5.13,7.23,-4.28,7.83
3918,S33,3,18,incongruent,face,620.4,1,4.9,2.98,3.56,5.78,8.89,-4.02,5.75
3919,S33,3,19,incongruent,face,537.5,1,3.4,3.24,3.74,6.19,8.2,-5.11,4.34
3920,S33,3,20,incongruent,house,666.3,1,4.1,3.1,3.57,6.0,11.5,-2.2,7.19
3921,S33,3,21,incongruent,house,597.9,1,4.2,3.26,3.71,5.1,9.35,-3.66,7.52
3922,S33,3,22,congruent,house,496.4,1,4.5,2.89,3.21,4.94,12.37,-2.94,7.72
3923,S33,3,23,incongruent,house,603.2,1,3.8,3.22,3.65,4.01,9.95,-4.45,6.18
3924,S33,3,24,congruent,house,548.0,1,4.1,3.19,3.46,6.33,9.59,-3.92,5.83
3925,S33,3,25,congruent,face,482.0,1,4.4,3.43,3.64,4.8,6.24,-5.04,8.64
3926,S33,3,26,congruent,face,581.1,1,3.6,3.21,3.53,4.86,9.65,-5.44,6.71
3927,S33,3,27,congruent,house,484.7,1,3.4,3.55,4.05,4.33,10.37,-4.52,9.24
3928,S33,3,28,incongruent,face,531.1,1,4.5,2.73,3.14,4.14,8.22,-5.1,5.51
3929,S33,3,29,congruent,face,561.7,1,4.6,3.09,3.33,4.9,8.89,-4.63,9.3
3930,S33,3,30,incongruent,face,578.0,1,3.2,3.03,3.42,5.3,9.48,-3.74,6.99
3931,S33,4,1,incongruent,house,657.5,1,4.7,2.71,3.11,5.59,11.03,-3.05,6.03
3932,S33,4,2,congruent,face,512.0,1,5.0,3.03,3.24,4.55,7.46,-3.06,6.08
3933,S33,4,3,incongruent,house,631.6,1,4.1,3.21,3.72,6.56,7.88,-4.54,4.23
3934,S33,4,4,congruent,face,482.4,1,3.8,3.31,3.64,4.06,8.76,-2.29,8.63
3935,S33,4,5,incongruent,house,590.4,1,4.0,3.14,3.46,4.85,8.54,-2.21,5.31
3936,S33,4,6,incongruent,house,576.1,1,3.3,3.06,3.51,5.16,8.2,-2.84,5.95
3937,S33,4,7,incongruent,house,684.9,1,3.1,3.47,4.02,6.3,9.15,-3.48,5.15
3938,S33,4,8,incongruent,house,675.7,0,1.1,3.1,3.47,4.8,8.91,-2.29,5.31
3939,S33,4,9,congruent,face,432.7,1,3.8,2.78,3.01,4.64,9.46,-3.66,8.41
3940,S33,4,10,incongruent,face,458.5,0,3.3,3.05,3.55,4.6,8.18,-5.22,7.38
3941,S33,4,11,incongruent,house,580.8,1,3.8,3.43,3.99,5.07,9.53,-1.43,6.83
3942,S33,4,12,incongruent,house,606.6,1,4.2,2.9,3.38,4.05,7.85,-3.49,6.18
3943,S33,4,13,incongruent,face,626.4,1,2.3,2.95,3.51,5.57,9.09,-3.74,5.06
3944,S33,4,14,incongruent,house,624.6,1,3.8,3.0,3.45,4.5,9.94,-4.14,5.26
3945,S33,4,15,congruent,face,514.6,1,4.1,2.94,3.26,4.14,7.3,-5.68,7.2
3946,S33,4,16,congruent,face,484.0,1,4.7,3.38,3.68,4.3,8.65,-3.76,7.36
3947,S33,4,17,incongruent,house,621.9,1,3.8,2.69,3.13,5.24,7.55,-0.34,7.18
3948,S33,4,18,incongruent,face,683.8,0,3.5,3.12,3.53,5.06,10.32,-3.42,6.23
3949,S33,4,19,incongruent,house,547.3,1,3.6,2.95,3.35,6.01,7.08,-1.96,6.88
3950,S33,4,20,incongruent,house,583.2,1,3.8,2.99,3.44,6.5,7.38,-2.2,6.2
3951,S33,4,21,congruent,house,469.4,1,3.2,3.35,3.55,4.89,9.31,-3.32,6.52
3952,S33,4,22,congruent,face,568.6,1,4.5,3.1,3.28,4.76,9.04,-6.91,7.25
3953,S33,4,23,incongruent,face,580.2,1,3.5,3.23,3.67,5.0,8.65,-3.09,3.39
3954,S33,4,24,incongruent,house,575.7,1,3.8,2.88,3.25,5.89,9.39,-4.62,7.34
3955,S33,4,25,incongruent,face,599.5,1,3.0,3.17,3.57,5.68,7.48,-3.26,6.06
3956,S33,4,26,incongruent,house,570.9,1,3.6,3.37,3.83,4.33,9.23,-2.65,4.41
3957,S33,4,27,incongruent,face,642.2,1,5.0,3.1,3.59,4.88,10.86,-5.19,8.97
3958,S33,4,28,incongruent,house,568.1,1,4.4,3.0,3.44,5.49,9.63,-1.21,7.2
3959,S33,4,29,congruent,house,469.8,1,3.9,3.26,3.69,4.65,9.57,-3.4,8.97
3960,S33,4,30,incongruent,face,568.8,1,4.9,2.86,3.19,5.23,7.23,-5.58,4.94
3961,S34,1,1,incongruent,face,684.0,1,5.0,3.22,3.63,5.2,7.93,-4.04,7.78
3962,S34,1,2,congruent,house,568.6,1,5.0,2.81,3.08,5.0,8.7,-4.01,7.76
3963,S34,1,3,congruent,house,509.2,1,3.8,3.25,3.57,3.32,11.76,-2.07,8.02
3964,S34,1,4,congruent,house,528.2,1,2.8,3.3,3.6,4.64,8.99,-2.92,7.45
3965,S34,1,5,incongruent,house,656.2,1,4.4,2.99,3.4,5.35,9.31,-2.52,4.82
3966,S34,1,6,congruent,house,534.1,1,5.0,2.62,2.95,4.39,11.22,-3.5,9.11
3967,S34,1,7,incongruent,house,598.2,0,2.2,3.01,3.53,6.34,11.54,-2.17,6.75
3968,S34,1,8,incongruent,house,672.2,1,4.2,3.03,3.47,5.57,8.3,-3.33,6.31
3969,S34,1,9,congruent,house,560.7,1,4.4,3.13,3.11,3.89,10.85,-3.54,9.0
3970,S34,1,10,incongruent,face,561.5,1,4.1,3.09,3.59,3.66,7.72,-5.31,2.87
3971,S34,1,11,congruent,face,501.0,1,4.4,3.04,3.18,4.74,12.3,-3.22,8.75
3972,S34,1,12,congruent,face,496.3,1,4.3,2.82,3.11,4.04,7.34,-4.98,9.55
3973,S34,1,13,congruent,house,500.1,1,3.9,3.23,3.48,4.63,10.04,-3.35,8.6
3974,S34,1,14,congruent,face,535.7,1,3.5,3.33,3.57,4.89,10.31,-3.31,9.21
3975,S34,1,15,incongruent,house,546.7,1,3.1,3.48,3.85,4.51,9.13,-3.45,9.57
3976,S34,1,16,congruent,house,550.4,1,2.9,2.92,3.14,3.99,8.08,-2.56,7.33
3977,S34,1,17,congruent,house,564.7,1,2.4,2.92,3.09,4.04,11.67,-3.43,7.13
3978,S34,1,18,incongruent,face,646.6,0,2.5,2.88,3.2,6.07,6.44,-4.76,6.29
3979,S34,1,19,incongruent,house,577.8,0,3.5,3.23,3.83,5.38,9.91,-3.06,8.8
3980,S34,1,20,incongruent,house,580.8,1,3.6,2.98,3.47,5.81,9.92,-2.78,6.78
3981,S34,1,21,incongruent,face,573.5,0,1.9,3.29,3.67,4.77,8.45,-3.68,9.75
3982,S34,1,22,incongruent,face,535.2,1,5.0,2.92,3.44,5.18,9.66,-4.55,7.16
3983,S34,1,23,congruent,house,453.9,1,3.1,3.3,3.62,3.65,11.2,-3.4,8.34
3984,S34,1,24,congruent,house,519.4,1,4.0,3.18,3.44,3.19,9.85,-3.57,9.75
3985,S34,1,25,congruent,house,522.4,1,3.1,3.02,3.25,5.97,9.17,-1.55,9.43
3986,S34,1,26,congruent,face,491.7,1,5.0,3.19,3.43,3.9,9.97,-4.24,8.06
3987,S34,1,27,incongruent,face,624.9,1,3.8,3.07,3.41,4.83,8.19,-3.67,5.41
3988,S34,1,28,incongruent,face,607.5,1,3.5,3.3,3.79,5.15,8.18,-3.92,7.15
3989,S34,1,29,incongruent,face,546.1,1,4.0,2.86,3.22,5.24,9.79,-6.37,5.85
3990,S34,1,30,congruent,face,566.7,1,3.9,3.59,3.91,5.07,8.12,-3.85,9.06
3991,S34,2,1,congruent,face,525.1,1,5.0,2.97,3.19,3.68,8.64,-1.63,5.58
3992,S34,2,2,incongruent,house,583.0,1,4.6,3.49,3.91,4.33,8.66,-2.82,6.42
3993,S34,2,3,congruent,house,498.4,0,2.8,2.8,3.1,4.57,11.31,-1.15,6.11
3994,S34,2,4,incongruent,house,576.2,1,3.7,3.49,3.89,4.74,9.14,-1.79,5.97
3995,S34,2,5,congruent,house,556.2,1,4.7,2.63,2.89,5.17,9.33,-2.65,7.23
3996,S34,2,6,congruent,face,570.9,1,4.1,3.16,3.52,4.41,10.56,-4.35,7.97
3997,S34,2,7,congruent,face,542.8,1,4.3,3.24,3.63,3.79,10.05,-4.65,8.07
3998,S34,2,8,congruent,house,529.8,1,3.4,3.46,3.62,4.88,7.09,-2.95,8.47
3999,S34,2,9,congruent,face,507.5,1,4.8,3.44,3.62,4.36,6.77,-5.67,6.81
4000,S34,2,10,congruent,face,496.8,1,4.3,2.93,3.05,3.98,9.26,-3.83,7.51
4001,S34,2,11,congruent,house,580.8,1,3.3,2.79,2.98,3.75,10.12,-0.81,8.1
4002,S34,2,12,incongruent,house,628.7,1,4.8,3.34,3.8,6.77,10.54,-2.65,6.2
4003,S34,2,13,congruent,house,525.8,1,4.0,2.8,3.04,3.38,10.5,-2.62,7.63
4004,S34,2,14,incongruent,house,546.5,1,3.1,3.36,3.85,6.23,11.1,-3.12,5.4
4005,S34,2,15,congruent,face,503.8,1,3.3,3.08,3.43,4.0,9.55,-2.44,5.27
4006,S34,2,16,congruent,face,535.5,1,4.8,2.93,3.21,3.48,8.77,-4.27,8.23
4007,S34,2,17,congruent,house,510.8,1,4.3,2.77,3.04,4.58,9.0,-3.74,6.3
4008,S34,2,18,congruent,house,491.5,1,2.4,3.13,3.45,3.83,9.72,-3.04,7.69
4009,S34,2,19,incongruent,house,558.4,1,4.2,2.94,3.34,5.46,8.68,-2.39,9.92
4010,S34,2,20,incongruent,face,633.9,0,3.0,3.23,3.72,5.9,8.67,-5.61,4.34
4011,S34,2,21,incongruent,house,616.3,1,3.9,3.4,3.87,5.32,9.29,-3.53,5.06
4012,S34,2,22,incongruent,house,552.4,0,1.9,2.81,3.19,4.77,9.52,-3.31,6.12
4013,S34,2,23,congruent,house,527.7,1,5.0,3.09,3.36,2.75,10.29,-4.68,8.57
4014,S34,2,24,incongruent,face,609.3,1,4.1,3.27,3.64,5.73,9.28,-4.43,8.61
4015,S34,2,25,congruent,house,574.9,1,4.7,3.17,3.24,4.92,9.73,-3.16,7.21
4016,S34,2,26,incongruent,house,543.9,1,3.0,3.17,3.69,5.82,9.42,-2.91,5.63
4017,S34,2,27,incongruent,house,542.1,1,5.0,2.67,3.21,4.43,7.97,-3.74,4.85
4018,S34,2,28,incongruent,house,611.9,1,5.0,3.1,3.55,4.82,8.23,-3.23,7.59
4019,S34,2,29,congruent,face,486.1,1,4.3,3.21,3.42,3.77,10.05,-3.43,6.93
4020,S34,2,30,congruent,face,572.4,1,3.1,2.77,3.0,4.19,9.36,-4.32,7.42
4021,S34,3,1,incongruent,house,642.3,0,3.5,2.94,3.38,5.81,8.96,-3.4,5.37
4022,S34,3,2,incongruent,face,521.2,0,1.5,2.85,3.35,4.82,8.18,-3.9,7.85
4023,S34,3,3,congruent,face,442.0,1,4.4,3.59,3.8,3.7,9.81,-4.25,6.79
4024,S34,3,4,incongruent,house,562.3,1,3.9,3.39,3.83,5.72,9.53,-3.1,7.57
4025,S34,3,5,incongruent,house,566.8,1,4.5,2.9,3.27,5.36,7.35,-1.69,6.09
4026,S34,3,6,congruent,face,464.9,1,4.3,2.91,3.18,3.71,9.09,-2.82,10.78
4027,S34,3,7,incongruent,house,603.1,0,2.1,2.52,3.01,6.66,10.48,-2.66,6.26
4028,S34,3,8,incongruent,house,633.1,1,4.1,2.82,3.32,5.2,9.68,-1.7,4.11
4029,S34,3,9,congruent,face,494.6,1,3.6,2.83,3.17,4.76,9.77,-6.23,10.53
4030,S34,3,10,incongruent,face,651.9,1,3.9,3.61,4.11,5.14,8.13,-3.27,5.65
4031,S34,3,11,congruent,face,484.4,1,5.0,3.35,3.65,4.12,8.74,-4.67,10.3
4032,S34,3,12,congruent,face,552.0,1,3.5,3.13,3.32,5.34,8.5,-4.87,8.94
4033,S34,3,13,congruent,face,399.7,1,4.5,2.94,3.27,4.49,10.71,-5.03,7.46
4034,S34,3,14,incongruent,face,569.3,1,4.8,2.94,3.36,4.83,8.63,-2.31,1.5
4035,S34,3,15,incongruent,face,550.2,1,4.9,3.03,3.43,5.95,9.19,-4.36,7.26
4036,S34,3,16,incongruent,face,571.0,1,4.5,2.98,3.53,4.58,8.44,-3.53,4.92
4037,S34,3,17,congruent,face,578.0,1,4.5,3.25,3.52,4.66,9.72,-2.28,7.92
4038,S34,3,18,congruent,face,509.6,1,3.3,3.0,3.2,3.88,10.36,-4.27,6.76
4039,S34,3,19,incongruent,face,575.8,1,3.3,2.74,3.12,4.79,7.36,-3.54,8.98
4040,S34,3,20,incongruent,face,548.0,1,4.1,2.95,3.5,6.71,6.84,-2.86,5.57
4041,S34,3,21,incongruent,face,643.0,1,4.4,3.31,3.84,5.66,9.82,-4.9,3.97
4042,S34,3,22,incongruent,face,526.7,1,3.9,2.97,3.37,5.62,9.17,-3.68,7.18
4043,S34,3,23,incongruent,house,635.8,1,3.7,3.33,3.78,4.95,8.61,-1.58,7.22
4044,S34,3,24,incongruent,face,520.9,1,4.0,2.87,3.27,5.79,10.09,-5.36,5.1
4045,S34,3,25,incongruent,face,598.3,1,4.5,2.76,3.25,3.83,9.71,-4.33,7.02
4046,S34,3,26,congruent,house,453.6,1,4.3,3.29,3.51,4.67,8.43,-2.55,6.48
4047,S34,3,27,congruent,face,475.5,1,5.0,3.04,3.35,5.13,8.11,-4.97,9.16
4048,S34,3,28,congruent,house,496.8,1,3.2,2.61,2.75,4.53,10.81,-0.18,7.74
4049,S34,3,29,congruent,house,562.0,1,4.8,3.24,3.53,5.02,8.58,-4.71,10.73
4050,S34,3,30,congruent,house,554.4,1,5.0,3.39,3.54,4.28,10.32,-3.96,8.48
4051,S34,4,1,incongruent,house,514.9,1,4.0,3.04,3.47,5.11,7.04,-1.89,7.28
4052,S34,4,2,congruent,house,549.7,1,3.7,2.85,3.25,4.49,8.01,-2.73,4.88
4053,S34,4,3,congruent,house,506.0,0,3.3,3.08,3.2,5.34,8.87,-4.02,9.7
4054,S34,4,4,incongruent,face,554.5,0,2.3,2.99,3.54,6.21,8.8,-3.65,6.11
4055,S34,4,5,incongruent,face,587.9,1,3.7,3.4,3.82,5.36,8.33,-3.06,7.09
4056,S34,4,6,congruent,face,521.8,1,2.5,2.97,3.23,4.87,9.2,-4.77,3.67
4057,S34,4,7,incongruent,face,610.0,1,4.9,2.96,3.41,5.47,9.39,-3.88,7.07
4058,S34,4,8,incongruent,face,564.7,1,2.9,2.94,3.52,4.83,8.51,-2.91,6.22
4059,S34,4,9,congruent,house,517.4,1,2.7,3.07,3.4,4.2,8.46,-3.18,6.94
4060,S34,4,10,incongruent,house,562.1,1,4.3,2.66,3.12,5.27,10.63,-2.86,6.14
4061,S34,4,11,incongruent,house,621.3,1,3.7,2.94,3.5,5.63,9.92,-1.81,6.88
4062,S34,4,12,incongruent,face,502.7,1,4.2,3.12,3.71,4.55,5.57,-6.11,5.66
4063,S34,4,13,congruent,house,568.3,1,5.0,3.0,3.38,4.88,10.01,-2.94,6.24
4064,S34,4,14,congruent,face,510.9,1,5.0,3.12,3.57,4.2,8.69,-3.71,7.44
4065,S34,4,15,congruent,face,543.7,1,4.9,3.44,3.79,4.12,10.77,-3.6,6.94
4066,S34,4,16,congruent,house,526.3,1,4.2,3.1,3.37,4.25,8.6,-1.9,6.38
4067,S34,4,17,congruent,house,564.9,1,3.4,3.35,3.56,4.61,11.53,-3.43,7.66
4068,S34,4,18,congruent,face,524.3,1,4.7,2.94,3.33,5.62,9.71,-5.09,7.74
4069,S34,4,19,congruent,face,513.8,1,4.2,3.11,3.36,4.32,10.47,-5.03,9.14
